houseHigh,totalPrice,title,region,year,houseType,houseElevator,area,station,types,houseFitment,houseDirection,line,totalHigh,unitPrice,houseArea,distance
低楼层,230,珠江新岸公寓 温馨舒适大单房 精装修,珠江新岸公寓 ,2009, 1室0厅 , 有电梯,滨江东,广州塔站,塔楼,其他, 东 ,3号线,32,48188, 47.73,1107米
高楼层,820,东湖御苑 三房单位出售,东湖御苑 ,2005, 3室2厅 ,未知,东湖,东湖站,塔楼,其他, 南 ,6号线,51,58157, 141,471米
低楼层,228,丽江花园丽字楼 3房新装修,丽江花园丽茹楼 ,1993, 3室2厅 , 无电梯,南浦,南浦站,塔楼,其他, 东北 ,2号线,9,26016, 87.64,1002米
中楼层,315,尚河居 1室1厅 315万,尚河居 ,2005, 1室1厅 ,未知,天河南,体育西路站,塔楼,其他, 东 ,1号线,24,63000, 50,227米
高楼层,305,华江花园 电梯南向两房 采光通风好,华江花园 ,2003, 2室2厅 , 有电梯,天河公园,,塔楼, 简装 , 南 ,,9,47508, 64.2,
低楼层,345,珠江新城 马赛国际公寓 正规一房一厅,马赛国际公寓 ,2006, 1室1厅 , 有电梯,珠江新城东,潭村站,塔楼, 简装 , 西南 ,5号线,33,51493, 67,1098米
中楼层,450,富景花园 精装三房 户型方正,富景花园 ,2003, 3室2厅 , 有电梯,新港西,中大站,塔楼,其他, 北 ,8号线,32,39753, 113.2,256米
高楼层,235,乐苑小区 南向三房 交通方便 配套成熟,乐苑小区 ,1997, 3室1厅 ,未知,区府,大沙东站,塔楼,其他, 南 ,5号线,8,26453, 88.84,540米
中楼层,320,金燕花园 南向电梯两房 精装修,金燕花园 ,2002, 2室2厅 ,未知,粤垦,燕塘站,塔楼,其他, 南 ,6号线,26,40853, 78.33,594米
中楼层,330,保利塞纳维拉 电梯三房 环境优美,保利塞纳维拉 ,2015, 3室2厅 , 有电梯,龙溪,,塔楼,其他, 东北 ,,17,34375, 96,
中楼层,330,保利塞纳维拉 电梯三房 环境优美,保利塞纳维拉 ,2015, 3室2厅 , 有电梯,龙溪,,塔楼,其他, 东北 ,,17,34375, 96,
低楼层,230,金碧新城 2室 新装修 诚意出售,金碧新城 ,2007, 2室1厅 , 有电梯,石井,,塔楼, 精装 , 东北 ,,27,35938, 64,
高楼层,1500,珠江帝景 安静望花园五房 精装主卧带阳台,珠江帝景苑克莱国际公寓灏景轩 ,2007, 5室3厅 ,未知,赤岗,广州塔站,塔楼, 精装, 西 ,3号线,32,63026, 238,801米
中楼层,180,新市花园 中层小三房 格局方正,新市花园二期 ,1994, 3室2厅 , 无电梯,新市,,塔楼, 简装 , 北 ,,9,20645, 87.19,
中楼层,250,盈翠华庭 两房一厅 交通方便,盈翠华庭翠逸居 ,2001, 2室2厅 , 无电梯,广园路,,塔楼, 简装 , 西 ,,7,38350, 65.19,
中楼层,138,广园中路 两房一厅 格局方正,广园中路 ,塔楼  , 2室1厅 ,未知,广园路,, ,其他, 南 北 ,,8,23598, 58.48,
高楼层,600,金融城板块 复式六房买一层用两层,富力天朗明居N区 ,2001, 6室2厅 ,未知,棠下,车陂站,塔楼, 简装, 北 ,4号线,20,64732, 92.69,1146米
高楼层,165,锦绣生态园 翠屏苑 实用2房,锦绣生态园翠屏苑 ,2001, 2室2厅 , 无电梯,钟村,,塔楼,其他, 南 ,,6,22603, 73,
高楼层,400,翠湖山庄 两房一厅 安静东南向,翠湖山庄 ,1999, 2室2厅 , 有电梯,天河公园,,塔楼, 简装 , 东 ,,15,47059, 85,
低楼层,430,富力千禧 东南向大两房 方正通透 双地铁,富力千禧花园 ,2002, 2室2厅 ,未知,新港西,晓港站,塔楼, 简装, 东南 ,8号线,18,53750, 80,462米
中楼层,205,贵德东街，中层单位，精致装修,南村路贵德东街 ,塔楼  , 2室1厅 ,未知,宝岗,江南西站, ,其他, 北 ,2号线,9,30930, 66.28,1166米
高楼层,163,怡乐园 两房户型 户型方正 南北对流,怡乐园9街 ,板楼  , 2室2厅 ,未知,市桥,市桥站, , 简装, 南 ,3号线,7,22329, 73,344米
中楼层,289,天朗明居 温馨两房 安静看花园,富力天朗明居N区 ,2001, 2室2厅 , 有电梯,棠下,车陂站,塔楼, 精装 , 北 ,4号线,26,43988, 65.7,1167米
中楼层,220,自在城市花园 温馨两房,自在城市花园自在豪庭 ,2004, 2室2厅 , 有电梯,华南,,塔楼,其他, 北 ,,11,28572, 77,
高楼层,160,江南新村 大两房 装修保养好,江南新村1街 ,1998, 2室2厅 , 无电梯,市桥,,塔楼, 精装 , 南 ,,7,20780, 77,
低楼层,140,碧桂园东苑两房 装修保养好,顺德碧桂园风信路 ,塔楼  , 2室2厅 ,未知,钟村,, , 简装, 北 ,,6,19445, 72,
低楼层,175,幸福新村 石米外墙 实用大两房 配套成熟,幸福新村福儿路 ,2000, 2室1厅 , 无电梯,荔湾路,陈家祠站,塔楼, 精装 , 西 ,1号线,9,31906, 54.85,580米
高楼层,833.5,名雅苑六房大户 厅出阳台 采光通风安静,名雅苑 ,1994, 6室2厅 ,未知,体育中心,石牌桥站,塔楼, 简装, 东南 ,3号线,24,65000, 128.23,715米
高楼层,218,白云路 中层两房 大院管理,白云路 ,1998, 2室1厅 ,未知,东川路,团一大广场站,塔楼, 精装, 南 北 ,6号线,6,43453, 50.17,498米
低楼层,310,富力桃园，精致两房，户型方正,富力桃园 ,2004, 2室2厅 ,未知,罗冲围,西村站,塔楼, 精装, 西北 ,5号线,23,36047, 86,1147米
中楼层,295,天朗明居 温馨两房 安静看花园,富力天朗明居N区 ,2001, 2室1厅 ,未知,棠下,车陂站,塔楼, 简装, 北 ,4号线,26,47581, 62,1184米
高楼层,125,乐得花园 南向两房 温馨装修,乐得花园乐明阁 ,2000, 2室1厅 ,未知,白云大道北,,塔楼, 精装, 南 ,,9,23724, 52.69,
中楼层,400,东南向实用四房 阳台景观好 位置佳 安静,保利林语山庄6区 ,塔楼  , 4室2厅 , 有电梯,科学城,金峰站, , 精装 , 东南 ,6号线,18,33555, 119.21,658米
低楼层,285,美林海岸两房 安静望花园 装修保养好,美林海岸花园云河轩 ,2004, 2室1厅 ,未知,员村,科韵路站,塔楼,其他, 西北 ,5号线,12,58800, 48.47,814米
中楼层,190,棠德花园 正规两房 阳台东向,棠德花园A区 ,1997, 2室1厅 , 无电梯,棠下,,塔楼, 简装 , 东 ,,9,30159, 63,
中楼层,293,金碧新城 3室 新装修 好户型 采光通风,金碧新城 ,2004, 3室2厅 , 有电梯,石井,,塔楼,其他, 西南 ,,11,33296, 88,
低楼层,458,云泉居 中层三房 厅出阳台 小区南向,大金钟横路云泉居 ,2005, 3室2厅 , 有电梯,广园路,,塔楼,其他, 南 ,,14,41637, 110,
高楼层,380,南国奥园北京区中空复式 看房方便,南国奥林匹克花园北奥二路 ,2006, 5室2厅 , 无电梯,华南,钟村站,板楼, 简装 , 北 ,7号线,6,24919, 152.5,901米
低楼层,375,盈翠华庭 南向电梯两房 格局方正 带平台,盈翠华庭荟翠居 ,2001, 3室2厅 , 有电梯,广园路,,塔楼, 精装 , 南 ,,12,43203, 86.8,
低楼层,170,新市花园一期 楼梯低层 实用五房 带平台,新市花园一期 ,1994, 5室3厅 , 无电梯,新市,,塔楼,其他, 北 ,,9,19763, 86.02,
低楼层,170,新市花园一期 楼梯低层 实用五房 带平台,新市花园一期 ,1994, 5室3厅 , 无电梯,新市,,塔楼,其他, 北 ,,9,19763, 86.02,
中楼层,245,翡翠绿洲 精装 东南向 三房双卫,翡翠绿洲森林半岛 ,2011, 3室2厅 , 有电梯,新塘,,塔楼, 精装 , 东南 ,,21,24929, 98.28,
中楼层,200,景泰新村 三房一厅 格局方正,景泰新村景泰直街 ,2008, 3室1厅 , 无电梯,广园路,,塔楼, 简装 , 东北 ,,8,29412, 68,
高楼层,220,朗陶居 舒适四房 高层 通风采光好,朗陶居 ,2001, 4室2厅 , 无电梯,沙湾,,塔楼,其他, 南 ,,7,17323, 127,
中楼层,1100,珠江帝景苑 东南向单边开阔 安静中层五房,珠江帝景苑克莱国际公寓灏景轩 ,2007, 5室2厅 ,未知,赤岗,猎德站,塔楼,其他, 东南 ,5号线,35,54921, 200.29,0米
中楼层,235,电梯实用三房 南北对流 中间楼层,保利公馆2010亚奥南苑 ,塔楼  , 3室2厅 ,未知,亚运城,, ,其他, 南 北 ,,11,23085, 101.8,
高楼层,330,北较场路精致3房2厅明屋近地铁,北较场路 ,塔楼  , 3室2厅 ,未知,小北,小北站, ,其他, 东南 ,5号线,8,32674, 101,405米
高楼层,395,安静南北对流三房 房出阳台 户型方正,美好居 ,1998, 3室2厅 ,未知,车陂,车陂站,塔楼, 精装, 南 ,4号线,12,38473, 102.67,514米
高楼层,940,绿庭苑 温馨三房两厅  光线足  通风好,绿庭苑 ,1998, 3室2厅 ,未知,体育中心,北延段林和西站,塔楼, 简装, 北 ,3号线,10,63016, 149.17,440米
低楼层,780,芳草园 实用三房 龙口西**  望游泳池,芳草园A区 ,2004, 3室2厅 , 有电梯,天河北,华师站,塔楼, 精装 , 南 ,3号线,30,71560, 109,899米
高楼层,939.9,海景中 心 复式6房 视野开阔 各付各税,海景中心 ,1998, 6室2厅 , 有电梯,员村,,塔楼,其他, 东北 ,,27,39000, 241,
,2700,广州雅居乐花园 御景峰,广州雅居乐花园御景峰 ,, 5室2厅 , 无电梯,,员岗站,,其他, 南 北 ,7号线,,48689, 554.55,801米
高楼层,420,广州奥林匹克花园 复式4房 南向采光好,广州奥林匹克花园东九街 ,2002, 4室2厅 , 无电梯,洛溪,,板楼, 精装 , 南 ,,7,32062, 131,
,920,华南碧桂园 怡翠苑别墅区,华南碧桂园怡翠苑 ,, 6室2厅 , 无电梯,,,,其他, 北 ,,,49730, 185,
中楼层,520,翠湖山庄 方正三房 安静户型,翠湖山庄 ,1999, 3室2厅 , 有电梯,天河公园,,塔楼, 简装 , 东北 ,,29,48599, 107,
高楼层,210,大沙地西路 中层大三房 南北通透 采光好,大沙地西路 ,板楼  , 3室2厅 ,未知,区府,, , 简装, 南 北 ,,5,23472, 89.47,
低楼层,515,愉景雅苑  东向望花园 三房带主套,愉景雅苑画意居 ,2000, 3室2厅 , 有电梯,新港西,鹭江站,塔楼,其他, 东 ,8号线,12,51500, 100,591米
高楼层,410,中海康城 位置适中 标准三房 安静看花园,中海康城梧桐街 ,2002, 3室2厅 , 有电梯,黄村,黄村站,塔楼,其他, 东北 ,4号线,12,45065, 90.98,831米
低楼层,440,岭南新世界 锦云峰 南向三房,岭南新世界锦云峰 ,2013, 3室1厅 , 有电梯,白云大道北,,塔楼,其他, 南 ,,30,46156, 95.33,
中楼层,860,通风采光好 格局方正 交通方便 绿化管理,富力东堤湾 ,2006, 3室2厅 , 有电梯,杨箕,杨箕站,塔楼, 精装 , 西 ,1号线,29,87756, 98,446米
高楼层,800,星汇云锦 高层单位 望广州塔和东西塔,星汇云锦 ,2008, 2室2厅 ,未知,珠江新城西,五羊邨站,塔楼, 精装, 西南 ,5号线,45,81633, 98,490米
中楼层,390,怡港花园  精装大三房  交通便利,怡港花园怡安楼 ,1999, 3室2厅 , 有电梯,区府,大沙地站,塔楼, 精装 , 东北 ,5号线,11,32945, 118.38,1120米
高楼层,360,户型方正 朝南向采光好,万科金色悦府 ,2014, 3室2厅 , 有电梯,区府,文冲站,塔楼,其他, 南 ,5号线,31,36000, 100,975米
低楼层,580,江南新苑 雅致三房 南向园景 平台花园,江南新苑 ,2009, 3室1厅 , 有电梯,新港西,中大站,塔楼, 精装 , 南 ,8号线,31,60430, 95.98,759米
高楼层,400,丰年华庭 超靓隔局 楼龄新 精装修,丰年华庭芳邻美地 ,2008, 3室2厅 , 有电梯,茶滘,芳村站,塔楼, 精装 , 西北 ,1号线,15,38096, 105,1057米
高楼层,1100,新河浦一横路 顶楼复式 6房带天台花园,新河浦一横路 ,1988, 6室2厅 ,未知,东山口,,板楼, 简装, 南 北 ,,6,63584, 173,
中楼层,568,翠山蓝天苑 南向大四房,华南碧桂园翠山蓝天苑 ,2001, 4室2厅 , 有电梯,华南,,塔楼, 精装 , 南 ,,7,32814, 173.1,
高楼层,410,新世界逸彩庭园 东南向 园林小区 楼龄新,新世界逸彩庭园朗逸庭 ,2007, 3室2厅 , 有电梯,滘口,滘口站,塔楼,其他, 东南 ,5号线,25,44751, 91.62,6米
高楼层,458,东诚华庭 南向大三房 安静不吵,泰景花园东城华庭 ,2012, 3室2厅 , 有电梯,区府,大沙东站,塔楼,其他, 南 ,5号线,27,36640, 125,1165米
中楼层,215,坚真花园 正规一房一厅 小区管理好,坚真花园 ,2005, 1室1厅 , 有电梯,赤岗,大塘站,塔楼, 简装 , 北 ,3号线,11,48056, 44.74,789米
高楼层,110,实用一房一厅 保养新 采光好,保利红棉花园 ,1997, 1室1厅 , 无电梯,江燕路,离广佛线燕岗站,塔楼,其他, 东南 ,,9,29287, 37.56,504米
高楼层,888,光大花园复式 配套完善 采光充足,光大花园翠榕苑 ,2006, 3室1厅 , 有电梯,工业大道北,沙园站,塔楼,其他, 东南 ,8号线,11,58949, 150.64,468米
低楼层,450,广东工业大学教师村 三房 新装修,广东工业大学五山教师村 ,2001, 3室2厅 ,未知,东莞庄,,塔楼, 精装, 西 ,,16,53508, 84.1,
中楼层,240,新塘新世界嘉慧苑 南向大三房 带储物间,新塘新世界花园 ,塔楼  , 3室2厅 , 无电梯,新塘,, ,其他, 南 ,,7,17046, 140.8,
中楼层,425,山海湾，江畔美宅，南北对流,亚运城技术官员村 ,塔楼  , 3室2厅 , 有电梯,亚运城,, ,其他, 南 北 ,,11,30068, 141.35,
中楼层,900,新世界东逸花园 三房两厅 安静望花园,新世界东逸花园 ,2006, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 北 ,,18,75631, 119,
高楼层,458,东诚华庭 南向大三房 安静不吵,泰景花园东城华庭 ,2012, 3室2厅 , 有电梯,区府,大沙东站,塔楼,其他, 南 ,5号线,27,36640, 125,1165米
中楼层,165,文昌南路 骏业阁 一房一厅 配套成熟,骏业阁 ,2008, 1室1厅 , 有电梯,西关,长寿路站,塔楼, 简装 , 北 ,1号线,27,48516, 34.01,454米
高楼层,100,南岸路 正规1房1厅,南岸路 ,塔楼  , 1室1厅 ,未知,南岸路,中山八站, ,其他, 东 ,5号线,9,26172, 38.21,665米
低楼层,900,翠安侬苑 舒适南向泳池 安静通透,华景新城翠安侬苑 ,2000, 4室2厅 ,未知,华景新城,,塔楼, 精装, 南 ,,36,52942, 170,
中楼层,380,勤天E品上馆 温馨复式二房 实用户型,勤天E品上馆 ,2007, 2室1厅 ,未知,天河公园,科韵路站,塔楼, 精装, 东 ,5号线,19,44440, 85.51,1190米
中楼层,580,恒荔湾畔 望江大三房 户型方正,恒荔湾畔 ,2008, 3室2厅 , 有电梯,芳村大道,芳村站,塔楼, 精装 , 东北 ,1号线,31,48888, 118.64,418米
中楼层,590,愉景雅苑 书香居 南向望花园游泳池,愉景雅苑书香居 ,2000, 3室2厅 ,未知,新港西,鹭江站,塔楼, 精装, 南 ,8号线,12,59178, 99.7,636米
中楼层,1300,富力天河华庭 南北对流 业主诚心放售,富力天河华庭 ,2005, 5室2厅 ,未知,天河北,广州东站站,塔楼,其他, 北 ,1号线,26,76024, 171,998米
中楼层,1780,力迅上筑 舒适四房 中高层视野宽广,力迅上筑西区 ,2005, 4室2厅 ,未知,珠江新城东,潭村站,塔楼, 精装, 东 西 ,5号线,29,95479, 186.43,528米
高楼层,152,景泰新村 间隔方正 高层两房,景泰新村景泰西三巷 ,2008, 2室1厅 , 无电梯,广园路,,塔楼, 简装 , 南 ,,9,22294, 68.18,
中楼层,660,华标广场 温馨三房 通风采光好 格局方正,华标广场 ,2003, 3室2厅 ,未知,天河北,华师站,塔楼,其他, 东南 ,3号线,22,70968, 93,769米
中楼层,190,小北路 方正一房一厅 框架结构,小北路 ,塔楼  , 1室1厅 ,未知,小北,小北站, , 简装, 东北 ,5号线,7,52013, 36.53,259米
中楼层,220,电梯三房 格局方正,东凌广场 ,2015, 3室2厅 ,未知,新塘,,塔楼,其他, 南 ,,12,24440, 90.02,
中楼层,98,合兴苑 低层小户型 证满2年 有匙即睇,合兴苑合兴苑 ,1997, 2室1厅 , 无电梯,花地大道,芳村站,塔楼, 简装 , 北 ,1号线,8,28824, 34,804米
中楼层,290,翡翠绿洲森林半岛 3室2厅 290万,翡翠绿洲森林半岛 ,2011, 3室2厅 , 有电梯,新塘,,塔楼, 精装 , 东 西 ,,22,19728, 147,
高楼层,350,新装单身一房 户型方正 安静舒适,鸿翔大厦 ,2002, 1室0厅 , 有电梯,天河北,华师站,塔楼, 简装 , 东 ,3号线,29,86935, 40.26,521米
低楼层,510,东莞庄 广工教师村 南向三房 小区安静,广东工业大学五山教师村 ,2001, 3室2厅 ,未知,东莞庄,,塔楼, 简装, 南 ,,16,54763, 93.13,
高楼层,215,金港花园 证过五年 精致一房,金港花园 ,2000, 1室2厅 , 有电梯,区府,大沙地站,塔楼, 精装 , 北 ,5号线,18,41952, 51.25,973米
低楼层,180,中环品悦 精装两房 朝向好 交通方便,中环品悦天伦轩 ,2013, 2室1厅 , 有电梯,大石,,塔楼,其他, 西南 ,,22,30509, 59,
中楼层,202,凤晴苑 靓丽两房 位置安静舒适,碧桂园凤凰城凤晴苑 ,2002, 2室2厅 , 有电梯,新塘,,塔楼,其他, 北 ,,17,25717, 78.55,
低楼层,327.2,尚雅苑 户型方正 正宗东南向修改房评,尚雅苑尚雅街 ,1992, 2室1厅 , 无电梯,天河南,猎德站,塔楼,其他, 南 ,5号线,8,48001, 68.16,0米
低楼层,175,翡翠绿洲森林半岛 精装两房,翡翠绿洲森林半岛 ,2011, 2室2厅 , 有电梯,新塘,,塔楼, 精装 , 北 ,,11,23649, 74,
中楼层,460,跑马地花园 方正2房 近地铁 配套完善,跑马地花园 ,1999, 2室1厅 , 有电梯,珠江新城东,潭村站,塔楼, 简装 , 西 ,5号线,32,56139, 81.94,1087米
高楼层,210,祥辉广场 中装中层 电梯三房,祥辉广场 ,2000, 3室2厅 , 有电梯,区府,,塔楼, 精装 , 东 ,,13,20000, 105,
中楼层,240,榕景园两房单位精致南向两房,榕景园 ,2001, 2室2厅 , 有电梯,区府,文冲站,塔楼, 精装 , 南 ,5号线,9,31738, 75.62,1177米
中楼层,384,华景二期南向两房 装修保养好 楼层佳,华景新城鸿景楼 ,1996, 2室1厅 , 无电梯,华景新城,,板楼,其他, 南 ,,9,48000, 80,
高楼层,560,中信乐涛苑 高层南向三房 望花园安静舒适,中信乐涛苑 ,2000, 3室2厅 , 有电梯,新港西,鹭江站,塔楼,其他, 南 ,8号线,12,52721, 106.22,731米
低楼层,215,实用舒适单位 配套完善 三房一厅,康泰花园康泰街 ,1994, 3室1厅 ,未知,江燕路,江泰路站,塔楼, 简装, 东 ,2号线,9,28134, 76.42,175米
中楼层,450,光大花园 实用两房 间隔方正,光大花园亲榕苑 ,2006, 2室2厅 , 有电梯,工业大道北,沙园站,塔楼,其他, 北 ,8号线,11,59706, 75.37,687米
中楼层,338,中怡城市花园 林和西 小户型低总价南向,中怡城市花园 ,2002, 1室1厅 ,未知,天河北,广州东站站,塔楼, 简装, 南 ,1号线,30,77971, 43.35,707米
中楼层,1150,尚东宏御，距离谭地铁站出口60米,尚东宏御 ,2008, 4室2厅 ,未知,珠江新城东,潭村站,塔楼, 简装, 东南 ,5号线,30,83503, 137.72,620米
低楼层,557.1,福金莲花园精致三房 南向 望小蛮腰,福金莲花园 ,2003, 3室2厅 , 有电梯,员村,,塔楼, 简装 , 南 ,,27,43001, 129.55,
低楼层,265,假日花园 东南靓向 毛坯三房,假日花园 ,塔楼  , 3室2厅 , 有电梯,新塘,, ,其他, 东南 ,,18,22458, 118,
高楼层,255,翡翠绿洲 育才阳光苑 毛坯三房,翡翠绿洲育才阳光苑 ,2011, 3室2厅 ,未知,新塘,,塔楼,其他, 西北 ,,17,20732, 123,
中楼层,70,力诚凯怡湾 精装一房 高层视野开阔,力诚凯怡湾 ,2013, 1室0厅 , 有电梯,新塘,,塔楼,其他, 西 ,,31,17853, 39.21,
高楼层,520,云山诗意 精装三房 带主套西南向高层单位,云山诗意琴韵居 ,2008, 3室2厅 , 有电梯,白云大道北,黄边站,塔楼, 简装 , 西南 ,2号线,18,47273, 110,838米
低楼层,550,华景新城 三房两卫 看房方便,华景新城芳满庭园 ,2004, 3室2厅 , 有电梯,华景新城,,塔楼, 精装 , 南 ,,36,56702, 97,
高楼层,700,盈翠华庭 复式单位靠白云山 附带天台花园,盈翠华庭翠逸居 ,2001, 6室3厅 , 无电梯,广园路,,塔楼, 精装 , 北 ,,7,39549, 177,
中楼层,830,天誉华庭 名家设计精装三房 厅出阳台,天誉华庭 ,2004, 3室2厅 , 有电梯,龙口西,岗顶站,塔楼, 精装 , 东北 ,3号线,38,68482, 121.2,883米
高楼层,278,惠苑楼 稀有房型 对流 超低价,惠苑楼 ,1995, 3室2厅 , 无电梯,车陂,车陂站,塔楼,其他, 南 ,4号线,9,32706, 85,259米
低楼层,670,荟雅苑 3室2厅 670万,荟雅苑 ,2000, 3室2厅 , 有电梯,天河北,北延段林和西站,塔楼, 简装 , 西北 ,3号线,31,63810, 105,461米
中楼层,150,莲芳园 格居方正 采光好,富丽家园莲芳园 ,1995, 2室1厅 , 无电梯,大石,,塔楼, 简装 , 南 ,,8,20690, 72.5,
高楼层,275,自在城市花园 精装三房 安静舒适,自在城市花园二期诺德中心城 ,塔楼  , 3室2厅 , 有电梯,华南,, , 简装 , 西南 ,,18,30320, 90.7,
中楼层,650,珠光高派华庭三房 业主诚意出售,珠光高派华庭 ,2006, 3室2厅 , 有电梯,滨江东,,塔楼, 简装 , 南 北 ,,31,53697, 121.05,
低楼层,600,尚海轩 精装修方正三房大阳台 送家私家电,嘉仕花园尚海轩 ,2004, 3室2厅 ,未知,滨江东,,塔楼, 精装, 东北 ,,33,61856, 97,
中楼层,188,祈福新村 C区 温馨三房 诚意房卖,祈福新村C区 ,1995, 3室2厅 ,未知,祈福,,板楼, 简装, 北 ,,4,22223, 84.6,
中楼层,330,翠山蓝天苑 方正实用两房,华南碧桂园翠山蓝天苑 ,2001, 2室2厅 , 有电梯,华南,,塔楼,其他, 北 ,,8,32674, 101,
中楼层,195,祈福新村 中层 三房 出售,祈福新村C区 ,1995, 3室2厅 , 无电梯,祈福,,板楼, 精装 , 北 ,,4,21643, 90.1,
高楼层,1058,南国花园 舒适房间 光线佳,南国花园D区 ,2002, 3室2厅 ,未知,珠江新城东,潭村站,塔楼, 简装, 西南 ,5号线,28,73001, 144.93,352米
中楼层,600,光大花园榕上居 配套完善,光大花园榕上居 ,2006, 3室2厅 , 有电梯,工业大道北,沙园站,塔楼,其他, 东南 ,8号线,33,54128, 110.85,676米
中楼层,660,聚雅苑 户型方正 北向望江,聚雅苑 ,2006, 4室2厅 ,未知,滨江东,,塔楼, 简装, 北 ,,21,51969, 127,
中楼层,265,南向小户型 装修保养好 安静近江边,珠江新岸公寓 ,2009, 1室1厅 ,未知,滨江东,广州塔站,塔楼, 精装, 南 ,3号线,32,54821, 48.34,1107米
高楼层,190,金山谷e度 两房出售 保养新 自住装修,金山谷八期 ,2013, 2室2厅 , 有电梯,祈福,,塔楼,其他, 东 ,,25,32036, 59.31,
中楼层,235,亚运城近地铁 电梯中高层 通风采光,亚运城运动员村一区 ,塔楼  , 2室2厅 ,未知,亚运城,, , 精装, 北 ,,22,26405, 89,
高楼层,175,金山谷八期E度两房出售,金山谷八期 ,2013, 2室2厅 , 有电梯,祈福,,塔楼, 简装 , 西南 ,,25,28689, 61,
中楼层,320,泰景花园 东南向三房 地铁五号线 采光好,泰景花园文轩阁 ,2006, 3室2厅 , 有电梯,区府,大沙东站,塔楼,其他, 东南 ,5号线,11,34977, 91.49,648米
高楼层,190,金山谷e度 两房出售 保养新 自住装修,金山谷八期 ,2013, 2室2厅 , 有电梯,祈福,,塔楼,其他, 东 ,,25,32036, 59.31,
中楼层,600,光大花园榕上居 配套完善,光大花园榕上居 ,2006, 3室2厅 , 有电梯,工业大道北,沙园站,塔楼,其他, 东南 ,8号线,33,54128, 110.85,676米
中楼层,220,怡乐路 新装修正规两房一厅 格局采光好,怡乐路 ,塔楼  , 2室1厅 , 无电梯,新港西,中大站, ,其他, 南 ,8号线,9,28853, 76.25,536米
高楼层,580,黄埔花园 4室2厅 580万,黄埔花园 ,2011, 4室2厅 ,未知,区府,,塔楼, 精装, 东北 ,,26,39190, 148,
低楼层,540,翔韵雅居 温馨三房 户型方正,翔韵雅居 ,2008, 3室1厅 ,未知,新港西,鹭江站,塔楼,其他, 南 北 ,8号线,19,54612, 98.88,771米
中楼层,865,水蓝郡 毛坯四房 通风采光好,雅郡花园会展新世界水蓝郡 ,塔楼  , 4室2厅 , 有电梯,琶洲,万胜围站, ,其他, 西南 ,4号线,11,58039, 149.04,353米
高楼层,800,嘉和苑 东南西向3房 望花园 厅出阳台,嘉和苑 ,1996, 3室2厅 ,未知,东风西,陈家祠站,塔楼,其他, 西南 ,1号线,18,65521, 122.1,1133米
低楼层,520,江畔华庭 方正2房东北向,江畔华庭 ,2002, 2室2厅 , 有电梯,滨江东,广州塔站,塔楼,其他, 东北 ,3号线,30,59777, 86.99,1002米
高楼层,800,交通便利 配套完善,瀚林水岸 ,2006, 3室1厅 , 有电梯,滨江东,,塔楼,其他, 南 ,,28,57625, 138.83,
高楼层,160,逢源路 逢源南街 复式单位 4米3楼高,逢源路逢源南街 ,塔楼  , 4室1厅 , 无电梯,西关,长寿路站, , 精装 , 东 ,1号线,7,23530, 68,549米
高楼层,398,侨兴苑 环境好装修好 有家私家电,侨兴苑 ,1993, 3室2厅 ,未知,石牌,岗顶站,塔楼,其他, 南 ,3号线,9,32653, 121.89,1174米
高楼层,150,祈福新村翠怡居 实用2房出售，,祈福新村翠怡居 ,1995, 2室2厅 , 无电梯,祈福,,板楼, 简装 , 北 ,,5,27473, 54.6,
中楼层,385,翠山蓝天苑 小3房 户型方正 西北向,华南碧桂园翠山蓝天苑 ,2001, 3室2厅 , 有电梯,华南,,塔楼, 精装 , 西北 ,,7,40063, 96.1,
中楼层,242,金碧世纪花园 装修好 采光充足 交通便利,金碧世纪花园 ,2004, 2室1厅 , 有电梯,区府,,塔楼, 简装 , 北 ,,32,35678, 67.83,
中楼层,150,东兴苑 楼梯房 南向小3房,东兴苑 ,1998, 3室2厅 ,未知,市桥,,塔楼,其他, 南 ,,8,22033, 68.08,
高楼层,188,丽江花园 德字楼,丽江花园德荫楼 ,1997, 2室1厅 , 有电梯,南浦,南浦站,塔楼,其他, 南 ,2号线,16,28060, 67,1072米
低楼层,138,双子星城 南向复式一房,双子星城星辉轩 ,2005, 1室1厅 ,未知,新港西,中大站,塔楼, 简装, 南 ,8号线,15,49286, 28,790米
低楼层,140,雅怡花园  生活便利  低层单位,雅怡花园绿怡居 ,塔楼  , 1室1厅 ,未知,同德围,, ,其他, 南 ,,9,24938, 56.14,
低楼层,82,石化生活区 南北对流 一房一厅,石化生活区 ,1976, 1室1厅 , 无电梯,区府,文冲站,塔楼, 简装 , 南 北 ,5号线,6,23429, 35,377米
高楼层,198,康乐园  两房,康乐园 ,塔楼  , 2室1厅 , 无电梯,市桥,市桥站, ,其他, 南 ,3号线,7,24750, 80,485米
高楼层,165,枫溪苑 实用两房 采光好,枫溪苑 ,1999, 2室1厅 , 无电梯,机场路,,塔楼, 简装 , 北 ,,9,25782, 64,
中楼层,220,MBA国际公寓 大单间 住宅性质,MBA国际公寓 ,2007, 1室0厅 , 有电梯,石牌,,塔楼, 精装 , 西 ,,31,45834, 48,
